Id,Id2,Geography,Households; Estimate; Total,Households; Margin of Error; Total,Families; Estimate; Total,Families; Margin of Error; Total,Married-couple families; Estimate; Total,Married-couple families; Margin of Error; Total,Nonfamily households; Estimate; Total,Nonfamily households; Margin of Error; Total,Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars),Households; Estimate; Mean income (dollars),Households; Margin of Error; Mean income (dollars),Families; Estimate; Mean income (dollars),Families; Margin of Error; Mean income (dollars),Married-couple families; Estimate; Mean income (dollars),Married-couple families; Margin of Error; Mean income (dollars),Nonfamily households; Estimate; Mean income (dollars),Nonfamily households; Margin of Error; Mean income (dollars),Households; Estimate; PERCENT ALLOCATED - Household income in the past 12 months
310M300US29700,29700,"Laredo, TX ",73483,1469,58624,1859,37816,2118,14859,1611,35659,2932,38211,4356,50215,5012,22051,3376,53833,3242,56606,3877,N,N,39172,5968,34.9
310M300US29740,29740,"Las Cruces, NM ",75759,2038,52662,2712,36101,2813,23097,2467,37496,3647,47776,4534,59169,4785,21560,3531,56328,5012,64198,6342,76854,8572,36277,5321,23.8
310M300US29820,29820,"Las Vegas-Henderson-Paradise, NV ",755258,5554,481207,6429,324652,6537,274051,5578,54384,1187,63789,1431,76024,1350,36144,915,72277,1380,81734,1773,95760,2216,51407,2025,37.5
310M300US29860,29860,"Laurel, MS ",31111,1451,21528,1625,N,N,9583,1324,40954,4945,56236,8476,66267,3882,19090,3245,58432,5487,70512,7115,N,N,29770,5022,35.7
310M300US29940,29940,"Lawrence, KS ",45572,1406,24547,1413,N,N,21025,1706,56345,4195,77045,11320,96653,7448,30881,4401,73186,5025,96796,8554,N,N,42979,6131,27.2
310M300US30020,30020,"Lawton, OK ",45111,1590,29936,1949,21095,1924,15175,1775,50980,5024,66568,4656,77756,7588,32977,4338,66077,4751,73890,5114,N,N,46784,8616,28.2
310M300US30140,30140,"Lebanon, PA ",51143,1532,35259,1876,26572,1769,15884,1599,57248,3200,67379,4071,77815,5539,33221,6830,70452,4314,80292,5219,N,N,44019,5654,39.9
310M300US30300,30300,"Lewiston, ID-WA ",26373,986,15992,1043,N,N,10381,1357,47869,3825,59326,4918,68729,5774,31838,5664,58362,4752,69890,7256,N,N,37532,5393,36.6
310M300US30340,30340,"Lewiston-Auburn, ME ",44917,1105,27677,1472,N,N,17240,1504,49081,3530,58914,4771,66526,4374,31940,2210,61439,3823,72167,5291,N,N,40487,4412,24.4
310M300US30460,30460,"Lexington-Fayette, KY ",197789,2430,124625,2872,90512,3013,73164,3178,53769,2225,70055,2007,84548,2715,34765,2272,76261,2266,92618,3497,109779,4360,46277,2644,27.2
310M300US30620,30620,"Lima, OH ",39982,1213,25773,1646,17984,1365,14209,1466,47592,4051,56929,2413,71389,5161,25425,2790,60919,4362,71761,6397,N,N,39122,6542,37.1
310M300US30700,30700,"Lincoln, NE ",128292,2185,78891,2403,61446,2048,49401,2901,59344,2572,76474,3123,88709,3479,31323,1897,76092,2850,94004,4400,N,N,44760,3584,28.2
310M300US30780,30780,"Little Rock-North Little Rock-Conway, AR ",285036,3859,184609,4740,131008,4551,100427,4491,51501,1293,65696,2640,84191,2652,31273,1555,70787,2316,85558,2870,104186,3943,41412,2853,33.6
310M300US30860,30860,"Logan, UT-ID ",41158,970,31312,1400,N,N,9846,1405,57414,4159,62705,3498,66850,3469,34265,6757,73161,5229,79263,5208,N,N,50093,12997,30.3
310M300US30940,30940,"London, KY ",44859,1819,32313,1881,22283,1931,12546,1500,32935,3671,43231,9925,58284,6249,18531,4276,50000,6241,57301,8644,N,N,27410,3522,36.6
310M300US30980,30980,"Longview, TX ",77356,1738,52824,2596,38352,2541,24532,2210,45773,2106,54125,4123,69407,4182,26215,1666,64374,3434,73046,3671,N,N,42821,7264,30.7
310M300US31020,31020,"Longview, WA ",40170,934,27101,1671,N,N,13069,1644,50637,4377,64239,6083,75124,4483,25530,2834,65490,4583,77111,5622,N,N,38288,6194,29
310M300US31080,31080,"Los Angeles-Long Beach-Anaheim, CA ",4337807,9691,2940275,14253,2047138,17235,1397532,15729,65950,495,74387,885,91003,854,45432,808,95358,795,106191,929,124690,1156,66806,1182,38.1
310M300US31140,31140,"Louisville/Jefferson County, KY-IN ",501827,3763,317843,5412,229171,5821,183984,5083,54546,1410,71113,1424,84564,2640,33120,1664,74931,1727,90735,2209,106276,2615,44921,1967,32.5
310M300US31180,31180,"Lubbock, TX ",116122,2219,72927,2855,49798,2225,43195,3490,48671,2330,58260,4431,75998,5220,31134,2688,67982,2987,79415,3724,96155,4767,45413,5773,38.4
310M300US31260,31260,"Lufkin, TX ",30210,1391,19611,1763,N,N,10599,1588,41161,7072,51771,3509,60561,8821,23073,4014,55000,5037,63397,5516,N,N,37609,10430,31.9
310M300US31300,31300,"Lumberton, NC ",45123,984,30745,1458,18453,1472,14378,1211,34254,3090,41239,3428,54055,3941,18146,2236,47961,3168,54349,4621,63658,5536,29791,3351,42.6
310M300US31340,31340,"Lynchburg, VA ",97679,2484,64463,2778,49728,2345,33216,2640,48530,2849,64865,5800,77162,4001,27406,2809,64799,3004,78704,4165,90519,4152,36661,3574,37
310M300US31420,31420,"Macon-Bibb County, GA ",86633,2299,52510,2662,34900,2353,34123,2430,39973,2275,54204,3929,72157,4314,25405,1828,58904,4054,71463,5984,89800,7764,37966,5110,38.5
310M300US31460,31460,"Madera, CA ",44369,1495,34099,1872,N,N,10270,1461,51657,5660,55588,6139,66347,7185,32255,7968,67604,4654,71500,5748,N,N,48201,10453,36.1
310M300US31540,31540,"Madison, WI ",265172,2777,155704,3164,125303,3145,109468,3529,68497,2254,88599,2450,99307,2268,42620,1859,88678,2877,107686,3302,119848,3711,59357,4413,25.2
310M300US31700,31700,"Manchester-Nashua, NH ",158777,1766,106399,2952,82848,2917,52378,2916,76254,2139,92333,3947,104471,2717,41414,3545,93120,2728,109099,3918,N,N,54963,3455,29.4
310M300US31740,31740,"Manhattan, KS ",34357,1548,19915,1542,N,N,14442,1623,52720,4907,78847,4288,85082,10030,28959,3728,70951,5726,93250,7347,N,N,39506,7079,25.1
310M300US31820,31820,"Manitowoc, WI ",34234,955,21357,1125,N,N,12877,1095,51752,3996,64819,6000,71979,5114,33191,4852,63032,3208,75593,4004,N,N,40186,3947,31
310M300US31860,31860,"Mankato-North Mankato, MN ",37898,1128,23213,1054,N,N,14685,1233,57833,5488,73854,3579,83513,4288,36043,2846,72338,3458,87795,4744,N,N,43833,4434,33.2
310M300US31900,31900,"Mansfield, OH ",48437,1420,32427,1734,23797,1548,16010,1486,44073,2979,53384,3672,62062,5304,28698,4403,55670,3849,64539,5525,N,N,35398,5516,33.9
310M300US31940,31940,"Marinette, WI-MI ",28955,1118,16904,936,13092,932,12051,1119,41145,2515,55122,4938,63425,2478,26326,3128,56015,5494,65073,4089,N,N,40768,11003,32.1
310M300US31980,31980,"Marion, IN ",26528,1025,16927,1475,N,N,9601,1299,37117,4061,46111,5362,55057,7554,24509,5319,49367,3434,58657,4444,N,N,29871,3210,44.7
310M300US32020,32020,"Marion, OH ",25114,1713,15160,1601,N,N,9954,1483,42826,4098,56967,3627,62660,5401,21145,4288,54192,4120,67194,5453,N,N,33321,4313,36.9
310M300US32100,32100,"Marquette, MI ",25822,873,15488,824,N,N,10334,772,51275,3112,69191,8488,81109,6258,30397,2994,63954,5203,79646,8209,N,N,39239,3977,37.7
310M300US32220,32220,"Marshall, TX ",23742,1173,18195,1272,N,N,5547,1070,46548,6437,51997,6091,61716,3780,27069,4446,57647,4262,63880,5658,N,N,34928,7139,36.7
310M300US32300,32300,"Martinsville, VA ",28162,1478,18107,1605,N,N,10055,1555,35018,3514,43569,4765,50294,5353,24081,4975,49572,4195,57628,5782,N,N,32748,4316,42.5
310M300US32420,32420,"Mayagüez, PR ",35033,1748,21959,1730,N,N,13074,1805,15500,1859,20351,1657,26664,5761,8579,1710,24751,2254,30793,3685,N,N,13969,2371,29.1
310M300US32580,32580,"McAllen-Edinburg-Mission, TX ",234716,4137,189838,4632,124306,4629,44878,3505,36176,1801,39458,2849,48029,2834,21451,2046,53230,2626,55703,2774,64050,3324,36222,5599,32.7
310M300US32740,32740,"Meadville, PA ",33955,1132,20970,1229,16458,966,12985,1128,45410,3154,57133,2212,63673,4534,29901,3141,61696,3862,73802,4645,N,N,40370,6653,34
310M300US32780,32780,"Medford, OR ",86745,1916,54823,3021,43049,3034,31922,2572,48563,2982,62364,3549,72490,4394,29384,2946,66160,4231,81279,6262,N,N,37030,2957,31.5
310M300US32820,32820,"Memphis, TN-MS-AR ",501107,4880,326515,6098,209594,5070,174592,6333,49809,1446,61304,1467,81951,1555,30964,859,70148,1671,82604,2351,105474,3208,43693,1974,37.8
310M300US32900,32900,"Merced, CA ",77713,1471,60046,2166,39937,2280,17667,2003,47739,3931,52241,3271,65822,4294,24875,2691,70672,4946,75822,5713,N,N,47909,9491,42.4
310M300US32940,32940,"Meridian, MS ",37269,1870,24849,1805,N,N,12420,1701,40105,4588,49340,7698,69701,9162,22180,1858,54121,4217,63074,4977,N,N,33936,6718,40.6
310M300US33100,33100,"Miami-Fort Lauderdale-West Palm Beach, FL ",2098686,10758,1373440,13640,922344,12692,725246,11809,51362,402,60732,762,76303,1175,34101,1177,78733,1034,89641,1435,108414,2078,54159,1638,36.4
310M300US33140,33140,"Michigan City-La Porte, IN ",42074,1553,27635,1849,19158,1499,14439,1576,53507,4244,66243,4641,78941,6577,30736,3474,67659,3744,75775,4241,N,N,47356,6863,37.8
310M300US33220,33220,"Midland, MI ",34381,705,22826,1133,N,N,11555,1128,57269,5100,70214,3804,77290,5877,28777,4456,78311,5507,94850,8041,N,N,43244,6230,30.3
310M300US33260,33260,"Midland, TX ",57814,1415,40110,2093,N,N,17704,2171,65224,4982,74417,11938,96783,9402,42391,5830,98224,7168,111122,9680,N,N,62683,9252,32
310M300US33340,33340,"Milwaukee-Waukesha-West Allis, WI ",626328,3789,384749,5908,274380,6214,241579,6122,58029,1407,77400,1698,94225,1802,34473,1300,81614,1711,100412,2237,120134,2888,48966,2047,33.7
310M300US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI ",1363277,5547,867636,7581,683564,7513,495641,7992,73231,899,93444,1342,106498,1039,42491,1082,95984,1114,115928,1760,130430,2053,57302,1254,28.3
310M300US33500,33500,"Minot, ND ",31479,1506,19555,1596,N,N,11924,1544,62763,5170,79200,7122,89122,8310,37569,5985,77825,5855,93306,9067,N,N,48449,7525,34.9
310M300US33540,33540,"Missoula, MT ",47725,1317,26386,1890,N,N,21339,1897,46550,3420,68947,9655,82164,6661,30028,3500,70910,5434,94443,8788,N,N,40536,5679,26
310M300US33660,33660,"Mobile, AL ",157141,2741,102206,3373,68547,3118,54935,3134,45744,2458,56978,3010,73812,4532,26453,1420,61800,2001,73045,2917,89549,3891,39132,3203,36.9
310M300US33700,33700,"Modesto, CA ",172881,1805,131103,3234,92928,4088,41778,2869,54305,2381,60689,2045,74163,3182,28489,3718,73567,2947,79852,3060,93336,3756,46748,5155,33.4
310M300US33740,33740,"Monroe, LA ",62201,2079,40636,2598,25078,2339,21565,2321,38004,2411,48189,3078,72235,6006,22072,2619,55702,3947,65879,4664,87856,6234,34358,7255,31.3
310M300US33780,33780,"Monroe, MI ",58789,1096,40871,1818,31971,2011,17918,1635,60799,4601,74347,3660,81557,3971,30678,6663,74036,4055,87556,5015,N,N,40277,3776,29.5
310M300US33860,33860,"Montgomery, AL ",145847,2525,93269,3353,61557,2847,52578,3786,47265,2235,62046,3669,85137,3681,27316,1976,66848,2930,82020,4008,N,N,38045,3411,35.8
310M300US33980,33980,"Morehead City, NC ",27506,1324,17826,930,N,N,9680,1080,51206,4429,63185,5483,73683,6943,26804,4645,64471,4364,77922,5617,N,N,37013,4651,29
310M300US34060,34060,"Morgantown, WV ",50521,1644,28357,1889,N,N,22164,1805,50120,3623,70162,5528,83410,4749,26976,4555,74169,6419,97621,9890,N,N,42039,6662,30.6
310M300US34100,34100,"Morristown, TN ",43944,1511,29718,1905,N,N,14226,1658,44348,3690,54424,4423,60146,5034,20636,3135,56750,5980,68222,8844,N,N,31058,4341,33.2
310M300US34180,34180,"Moses Lake, WA ",28351,1435,20588,1517,N,N,7763,1043,48335,3255,51462,2967,61641,10694,25486,3748,61186,4417,67148,5369,N,N,39398,8932,40.7
310M300US34340,34340,"Mount Airy, NC ",28261,1086,19936,1376,N,N,8325,1145,36802,3150,48957,4401,57185,6867,17446,3237,59268,7256,72663,9885,N,N,26185,4109,33.4
310M300US34380,34380,"Mount Pleasant, MI ",23920,955,13183,910,N,N,10737,973,41868,2998,55918,3763,68614,4304,23364,2866,57935,4631,77190,8441,N,N,32311,3647,26.5
310M300US34580,34580,"Mount Vernon-Anacortes, WA ",46423,1167,30432,1551,N,N,15991,1421,60983,3697,74454,4255,82851,6207,37682,4597,77921,4739,90139,6163,N,N,50263,5735,27.9
310M300US34620,34620,"Muncie, IN ",46720,1458,26626,1618,N,N,20094,1755,41041,3086,56569,3865,70411,6046,24768,3002,56602,5024,70966,6674,N,N,36378,6891,41.2
310M300US34740,34740,"Muskegon, MI ",65437,1620,42415,2117,29228,1702,23022,2039,44264,1790,52287,2556,66979,2928,25888,2503,56512,2525,64488,2724,N,N,37260,5717,35.1
310M300US34780,34780,"Muskogee, OK ",26000,853,17898,1196,N,N,8102,985,40860,3275,51624,3744,61086,5050,19778,3401,54551,4409,66218,6236,N,N,26485,3361,42.9
310M300US34820,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC ",179893,3632,116020,3841,89900,2987,63873,3791,46787,1892,58837,2871,68702,2582,28999,1991,62949,2579,74754,3769,N,N,39763,2990,33.4
310M300US34860,34860,"Nacogdoches, TX ",23080,1302,14520,1484,N,N,8560,1176,35562,4643,51377,6240,66872,10146,22388,3552,54215,7971,69014,11684,N,N,27547,3700,25.2
310M300US34900,34900,"Napa, CA ",49561,1328,32419,1705,24905,1734,17142,1467,75077,8742,94458,5983,106628,5731,45103,6111,106368,5411,122909,8108,N,N,66682,5879,35.8
310M300US34940,34940,"Naples-Immokalee-Marco Island, FL ",139522,4307,91425,4073,74671,3947,48097,3070,61228,3372,73678,5005,86098,4455,40569,3230,102009,7313,119871,10953,N,N,65710,6200,37.5
310M300US34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN ",706627,4671,466271,7478,349074,7524,240356,6875,60030,1284,73343,1362,85844,2083,37885,1821,82049,1499,96326,1956,110271,2218,51253,1839,38.9
310M300US35100,35100,"New Bern, NC ",49233,1756,33036,1908,N,N,16197,1535,47710,3047,57170,7107,71213,3133,27017,5535,63476,4897,73679,5246,N,N,41152,8789,30.7
310M300US35260,35260,"New Castle, PA ",35861,921,23510,1393,N,N,12351,1356,46918,3692,61151,2898,71397,5626,25202,2957,65697,5802,82336,8639,N,N,32833,3361,32.9
310M300US35300,35300,"New Haven-Milford, CT ",327560,3536,201826,4434,141479,3918,125734,4560,66176,1895,85330,3492,106037,2991,40252,2387,87686,2110,106567,3137,127532,4290,54082,2452,33.4
310M300US35380,35380,"New Orleans-Metairie, LA ",482980,4641,294916,6372,195828,5730,188064,5675,48804,1321,63235,2429,81787,1499,30013,1468,71718,1658,87470,2556,107724,3563,44781,1886,35.5
310M300US35420,35420,"New Philadelphia-Dover, OH ",34968,1304,23055,1250,N,N,11913,1296,50440,3963,60367,3892,69153,4245,27796,3154,58847,3241,67387,3901,N,N,38597,4367,36.5
310M300US35620,35620,"New York-Newark-Jersey City, NY-NJ-PA ",7118024,16958,4674386,21846,3287317,19229,2443638,22809,71897,442,87359,765,109319,996,44134,1016,105887,708,123006,977,147165,1193,68600,920,41.9
310M300US35660,35660,"Niles-Benton Harbor, MI ",62538,1519,39975,1891,29517,1818,22563,1926,47083,2222,62579,3456,80496,4739,26850,2107,67902,2933,83495,4580,N,N,38449,3640,36.4
310M300US35840,35840,"North Port-Sarasota-Bradenton, FL ",318656,5263,202868,4817,161825,4848,115788,4494,53625,1657,66679,2373,77946,3723,32546,1486,77565,2366,93181,3355,104371,4024,47460,2883,42.6
310M300US35900,35900,"North Wilkesboro, NC ",28771,1344,19566,1644,N,N,9205,1261,41332,4980,52621,6336,63723,4299,20501,4427,51346,4553,61425,5800,N,N,27552,4395,31.3
310M300US35980,35980,"Norwich-New London, CT ",105113,2058,67352,2906,49902,2565,37761,2552,70699,2817,90528,4712,110283,4755,39985,5499,94956,4203,113932,5584,N,N,56165,4639,32.2
310M300US36020,36020,"Oak Harbor, WA ",33365,1431,23734,1448,N,N,9631,1101,64813,3464,69549,5578,74777,4587,39938,9844,81722,7411,89661,9159,N,N,56831,7744,32.9
310M300US36100,36100,"Ocala, FL ",134239,3539,88342,3577,66977,3373,45897,3576,39383,1632,47213,3212,54740,5724,25184,2384,54181,2568,62933,3616,69955,4423,34137,3085,33.8
310M300US36140,36140,"Ocean City, NJ ",38895,2016,25231,1862,N,N,13664,1543,62548,5723,78626,7593,92760,8779,37943,3938,87477,6426,105879,8644,N,N,48567,4053,36.9
310M300US36220,36220,"Odessa, TX ",51012,1394,33158,2146,N,N,17854,2181,53254,5866,69569,6744,83282,7693,30604,3861,79688,11156,84517,8293,N,N,67737,26557,28
310M300US36260,36260,"Ogden-Clearfield, UT ",203877,2055,160119,3205,131791,3435,43758,3058,70227,2078,78291,2731,86964,2722,37197,2025,84503,2378,92300,2427,100711,2781,50519,5625,26.2
310M300US36300,36300,"Ogdensburg-Massena, NY ",40479,1519,26548,1628,18412,1326,13931,1128,51592,1922,60475,5079,72624,5456,28774,4393,64088,4197,71713,4182,N,N,45696,9069,32.1
310M300US36420,36420,"Oklahoma City, OK ",510666,4563,329011,6277,243388,5621,181655,5710,55065,967,68797,1621,83145,1783,32252,1065,73463,1325,88428,1907,103095,2336,43767,1888,37.2
310M300US36460,36460,"Olean, NY ",31409,1137,19505,1091,13993,896,11904,1136,46842,3719,57699,5563,72245,3426,25977,3304,57722,2620,69266,3512,N,N,36092,3385,26.8
310M300US36500,36500,"Olympia-Tumwater, WA ",105863,1975,70854,2815,57383,2753,35009,2798,65783,2620,78748,4314,85151,3320,38932,2991,79165,2881,91107,3733,N,N,50672,4561,31.1
310M300US36540,36540,"Omaha-Council Bluffs, NE-IA ",352723,2741,227804,3484,171492,4327,124919,3876,62247,1366,81036,1578,94824,2096,35727,1254,81667,1508,99164,2161,113116,2715,46557,1878,30.7
310M300US36660,36660,"Opelousas, LA ",30302,1333,20724,1404,N,N,9578,1324,31207,1842,40454,5131,58386,9131,17301,2821,47493,3684,56965,5241,N,N,26207,3928,32.8
310M300US36700,36700,"Orangeburg, SC ",33449,1347,18928,1555,N,N,14521,1502,32450,4533,44155,5465,58178,6419,15208,4807,46106,5205,61317,8380,N,N,25050,3688,39.2
310M300US36740,36740,"Orlando-Kissimmee-Sanford, FL ",862521,6845,575638,9554,405176,8487,286883,8366,52385,963,61265,1085,75194,1845,35886,1015,71881,1403,81597,1925,95783,2704,48664,1771,38.8
310M300US36780,36780,"Oshkosh-Neenah, WI ",69943,1442,42028,1985,32273,1730,27915,1557,56754,2217,76020,2979,86669,4894,32068,2978,75399,5273,95605,8642,N,N,42712,2924,31.6
310M300US36860,36860,"Ottawa-Peru, IL ",60800,1364,40776,1840,31208,1692,20024,1420,56879,3272,70129,2687,79691,3307,29173,3021,66478,2384,79473,3094,N,N,37729,3346,36
310M300US36980,36980,"Owensboro, KY ",46803,1443,31185,1755,23720,1796,15618,1444,52328,3957,66252,4261,77041,4839,27448,4932,68353,4967,83861,7140,N,N,33677,3407,32.9
310M300US37020,37020,"Owosso, MI ",28071,602,20027,949,14627,918,8044,886,53244,2964,60989,3472,71463,5804,26610,4105,66951,4597,75610,5553,87175,7362,40612,9211,32.2
310M300US37100,37100,"Oxnard-Thousand Oaks-Ventura, CA ",268091,2469,193342,4354,146295,3726,74749,3763,80135,2823,92027,2530,108021,2437,46248,4840,105609,2556,117966,3454,134243,3630,63523,3914,36.9
310M300US37140,37140,"Paducah, KY-IL ",41521,1631,25304,1616,N,N,16217,1442,40126,3990,57708,5829,69838,5435,20207,3780,57732,4157,73761,6286,N,N,30334,3763,41.6
310M300US37260,37260,"Palatka, FL ",28025,1357,17791,1679,N,N,10234,1430,38239,2371,43013,6395,55129,5958,24207,4271,48699,4731,56355,6101,N,N,32175,5609,37.1
310M300US37340,37340,"Palm Bay-Melbourne-Titusville, FL ",226021,4123,144690,4361,110665,4403,81331,3904,51184,1372,62029,2730,73093,4749,31164,1564,70367,2389,81651,3082,N,N,47075,3293,37.5
310M300US37460,37460,"Panama City, FL ",75906,2970,46898,2939,34633,2700,29008,2882,47548,3014,59919,3439,72528,5198,30211,3428,64099,3846,75967,4408,N,N,42906,5411,39.4
310M300US37620,37620,"Parkersburg-Vienna, WV ",37097,1398,23266,1542,N,N,13831,1427,46594,4801,57413,4983,68441,5282,29906,4731,63235,5196,75110,7531,N,N,40697,5186,30.9
310M300US37860,37860,"Pensacola-Ferry Pass-Brent, FL ",180519,3307,116704,3269,84931,3664,63815,3395,50496,1760,65115,2792,75008,3230,31625,1579,67315,2425,79458,3352,90637,4134,43032,3612,26.4
310M300US37900,37900,"Peoria, IL ",151258,2081,99518,3033,74397,3037,51740,2700,57090,1650,72365,2656,85454,2853,34292,2845,74377,2298,88516,2967,102344,3243,44784,3419,35.7
310M300US37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",2241237,8166,1447063,9856,1022919,9724,794174,10142,65996,762,84768,1069,105330,1107,38397,1007,91816,884,110823,1230,132068,1530,53620,1158,36.2
310M300US38060,38060,"Phoenix-Mesa-Scottsdale, AZ ",1653483,9881,1095850,11880,793283,11197,557633,10987,58075,803,68583,1021,81920,1053,38437,1133,80235,1083,91377,1474,106192,1969,53866,1300,37.6
310M300US38220,38220,"Pine Bluff, AR ",33901,1686,21726,1683,N,N,12175,1230,37076,4932,48014,5416,64450,6109,19514,3302,51185,4005,61882,5777,N,N,29181,4157,38
310M300US38240,38240,"Pinehurst-Southern Pines, NC ",38786,1543,25308,1807,N,N,13478,1437,52279,6246,74000,7868,83309,10264,26942,4410,72904,6046,90760,8598,N,N,38049,4036,29.8
310M300US38300,38300,"Pittsburgh, PA ",984297,5821,595333,6201,455280,6204,388964,5916,56063,857,74596,1194,87668,1702,32005,599,75705,846,93982,1266,107706,1563,45435,1181,33.5
310M300US38340,38340,"Pittsfield, MA ",54204,1712,32036,1862,22744,1479,22168,1735,58418,5018,76825,3630,86990,6884,35701,4053,76180,3658,94632,5548,N,N,47369,3708,37.6
310M300US38460,38460,"Plattsburgh, NY ",30624,1203,20266,1295,N,N,10358,1233,55316,4840,64266,7148,72724,5003,32279,4492,65214,4162,73337,5313,N,N,43961,5759,38.1
310M300US38540,38540,"Pocatello, ID ",30106,1132,19480,1506,N,N,10626,1378,48429,2865,59198,6699,71044,9140,31238,8733,64287,6989,71085,4828,N,N,50868,17218,33.1
310M300US38660,38660,"Ponce, PR ",105240,2291,73871,2398,39553,2386,31369,2069,17533,978,20867,1417,27641,2154,9814,835,25663,1810,28868,2494,37688,4245,16234,1717,28.8
310M300US38820,38820,"Port Angeles, WA ",31837,1051,19061,1455,N,N,12776,1374,48587,5198,62582,6983,68324,7328,29349,3201,60096,4117,73423,5290,N,N,37706,4719,38.8
310M300US38860,38860,"Portland-South Portland, ME ",216799,3515,131541,3635,104327,3925,85258,3624,63422,3106,81551,2619,91680,3301,38409,2098,82141,2506,98315,3317,N,N,54278,3589,29.1
310M300US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA ",918590,5062,588688,8007,460686,7088,329902,7625,68676,1175,82734,1300,95277,1529,42975,1696,90488,1165,104947,1760,118044,2069,59941,1661,28.6
310M300US38940,38940,"Port St. Lucie, FL ",174593,4298,113000,4573,86296,4310,61593,4083,48746,2385,55958,3001,62455,2987,32322,3063,68880,2778,79901,4009,N,N,46339,3452,39.3
310M300US39020,39020,"Portsmouth, OH ",29904,1206,20049,1307,N,N,9855,1343,39210,3689,50539,6210,68524,10796,18621,5003,54291,6238,66682,8893,N,N,25434,3398,30.6
310M300US39060,39060,"Pottsville, PA ",58149,1566,38214,1803,28091,1620,19935,1578,50684,1785,61340,2545,72548,4927,27056,2834,60421,2555,71455,3298,N,N,35971,2291,42.3
310M300US39140,39140,"Prescott, AZ ",94962,2874,60320,2688,51449,2519,34642,2573,50420,2583,62235,4954,66440,3825,25314,3310,65804,4471,80684,6681,N,N,36668,4654,45.3
310M300US39300,39300,"Providence-Warwick, RI-MA ",622471,4640,389301,5639,274481,6597,233170,6306,61948,1199,80028,1927,97605,2432,35098,1687,82478,1765,98863,2212,117124,2704,50804,2212,38.7
310M300US39340,39340,"Provo-Orem, UT ",160979,1602,131188,2431,113392,2762,29791,2383,69288,2343,74879,2000,80047,2956,35121,4153,84429,2544,91144,2729,96572,2970,48906,4317,29.2
310M300US39380,39380,"Pueblo, CO ",62275,1632,37762,2058,27151,1777,24513,1881,44677,3547,61361,5464,75037,5049,29408,3065,59601,2746,73614,4534,N,N,36159,3141,38.3
310M300US39460,39460,"Punta Gorda, FL ",75147,2941,46849,2683,N,N,28298,2341,44200,2614,53956,3911,58401,4603,31180,1669,65643,4595,77691,7152,N,N,44554,4909,35.7
310M300US39500,39500,"Quincy, IL-MO ",30899,943,20510,990,N,N,10389,980,50753,2502,61722,5166,70657,6819,29058,3753,68841,4867,82019,6578,N,N,40007,5315,33.7
310M300US39540,39540,"Racine, WI ",75921,1566,51582,2215,37680,2159,24339,2078,55706,2292,65326,3985,77815,4471,32995,4347,70257,3049,79464,3927,N,N,46043,4930,32.1
310M300US39580,39580,"Raleigh, NC ",477920,5003,322564,5783,249661,5992,155356,5470,71685,1762,87547,2504,100484,2689,45790,2061,93733,2474,109062,3189,125206,4085,58694,3097,28.5
310M300US39660,39660,"Rapid City, SD ",56614,1888,35723,2019,27100,1924,20891,1852,51097,2853,64616,4551,76500,4294,31476,2372,66461,4147,81703,6014,N,N,38440,3024,27.9
